name,neighborhood,Location 1,image_urls,description
Babe Ruth,Stadium Area,"555 RUSSELL ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"The Camden Yards Sports Complex is located in the center of Baltimore, Maryland. The complex is composed of multiple buildings and stadiums including Oriole Park at Camden Yards and M&T Bank Stadium. The two stadiums are home to the Baltimore Orioles of Major League Baseball and the Baltimore Ravens of the National Football League. The complex still houses the recently closed Sports Legends Museum at Camden Yards (a non-profit museum featuring Maryland sports teams). Along with the Sports Legends Museum, the Babe Ruth Birthplace and Museum is located approximately two blocks from the main entrance of Camden Yards at Eutaw Street. Geppi's Entertainment Museum is also located in Camden Station, atop the Sports Legends at Camden Yards. The complex is more than museums and stadiums. It is a location for community events such as the Dew Tour's Panasonic Open in June 2007 and 2008, the Baltimore Marathon, and the African American Festival which is held every year.[1]"
Indian on the Trail,Clifton Park,"2801 HARFORD ROAD
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/BaltimoreC12.png/250px-BaltimoreC12.png,"Baltimore (/ˈbɔːltᵻˌmɔːr/, locally: [ˈbɔɫ.mɔɻ]) is the largest city in the U.S. state of Maryland, and the 29th-most populous city in the country. It was established by the Constitution of Maryland[9] and is not part of any county; thus, it is the largest independent city in the United States, with a population of 621,849 as of 2015. As of 2016, the population of the Baltimore metropolitan area was estimated to be just under 2.8 million making it the 21st largest metropolitan area in the country.[10]"
Katyn Memorial,Inner Harbor,"790 ALICEANNA ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Trzy_krzyze.jpg/280px-Trzy_krzyze.jpg,"The Katyn massacre (Polish: zbrodnia katyńska, mord katyński, ""Katyń crime""; Russian: Катынский расстрел Katynskij rasstrel, ""Katyn shooting"") was a series of mass executions of Polish nationals carried out by the NKVD (""People's Commissariat for Internal Affairs"", a Soviet secret police organisation) in April and May 1940. Though the killings took place at several different locations, the massacre is named after the Katyn Forest, where some of the mass graves were first discovered."
The Washington Monument,Mount Vernon,"699 WASHINGTON PL
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Converted.png/220px-Converted.png,"The Washington Monument is the centerpiece of Mount Vernon Place, an urban square in the Mount Vernon neighborhood of Baltimore, Maryland. It was the first major monument begun to honor George Washington."
Sea Urchin,Johns Hopkins Homewood,N Charles Street & E Centre Street,http://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Edward_Berge001.JPG/290px-Edward_Berge001.JPG,"Edward Henry Berge (1876–1924) was an American sculptor born in Baltimore, Maryland. He died in his native city."
Lafayette Monument,Mount Vernon,Mt. Vernon Place,http://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Lafayette_statue%2C_Mount_Vernon_Place%2C_Baltimore%2C_MD.jpg/300px-Lafayette_statue%2C_Mount_Vernon_Place%2C_Baltimore%2C_MD.jpg,"The Lafayette Monument is a bronze equestrian statue of Gilbert du Motier, marquis de Lafayette, by Andrew O'Connor, Jr."
John Eager Howard Monument,Mount Vernon,"400 Grey Rock Road Pikesville , MD",http://upload.wikimedia.org/wikipedia/en/thumb/c/c1/Converted.png/220px-Converted.png,"The Washington Monument is the centerpiece of Mount Vernon Place, an urban square in the Mount Vernon neighborhood of Baltimore, Maryland. It was the first major monument begun to honor George Washington."
Severn Teackle Wallis,Mount Vernon,Saint Paul Street & E Monument Street,http://upload.wikimedia.org/wikipedia/commons/thumb/8/82/MD_Route_139.svg/88px-MD_Route_139.svg.png,""
Roger B. Taney,Mount Vernon,North Mount Vernon Place,http://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Roger_B._Taney_statue%2C_Mount_Vernon_Place%2C_Baltimore%2C_MD.jpg/300px-Roger_B._Taney_statue%2C_Mount_Vernon_Place%2C_Baltimore%2C_MD.jpg,"Roger B. Taney is a bronze statue of Roger B. Taney, by William Henry Rinehart."
George Peabody,Mount Vernon,17 E. Mt Vernon Plac,http://upload.wikimedia.org/wikipedia/commons/thumb/8/82/MD_Route_139.svg/88px-MD_Route_139.svg.png,""
William H. Welch,Johns Hopkins Homewood,"3200 CHARLES ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/William_Henry_Welch_2.jpg/220px-William_Henry_Welch_2.jpg,"William Henry Welch (April 8, 1850 – April 30, 1934) was an American physician, pathologist, bacteriologist, and medical school administrator. He was one of the ""Big Four"" founding professors at the Johns Hopkins Hospital.[1] He was the first dean of the Johns Hopkins School of Medicine and was also the founder of the Johns Hopkins School of Hygiene and Public Health, the first school of public health in the country. Welch was more known for his cogent summations of current scientific work, than his own scientific research. The Johns Hopkins medical school library is also named after Welch. In his lifetime he was called ""the Dean of American Medicine"" and received various awards and honors throughout his lifetime, and posthumously.[2]"
Wallace Monument,Druid Hill Park,"2700 MADISON AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Row_houses_in_East_Monument_Historic_District%2C_Baltimore%2C_Maryland.JPG/200px-Row_houses_in_East_Monument_Historic_District%2C_Baltimore%2C_Maryland.JPG,"The history of the Czechs in Baltimore dates back to the mid-19th century. Thousands of Czechs immigrated to East Baltimore during the late 19th and early 20th centuries, becoming an important component of Baltimore's ethnic and cultural heritage. The Czech community has founded a number of cultural institutions to preserve the city's Czech heritage, including a Roman Catholic church, a heritage association, a festival, a language school, and a cemetery. During the height of the Czech community in the late 1800s and early 1900s, Baltimore was home to 12,000 to 15,000 people of Czech birth or heritage. The population began to decline during the mid-to-late 20th century, as the community assimilated and aged and many Czech Americans moved to the suburbs of Baltimore. By the 1980s and early 1990s, the former Czech community in East Baltimore had been almost entirely dispersed."
George Washington,Druid Hill Park,"2700 MADISON AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Baltimore_Inner_Harbor_from_Federal_Hill.jpg/220px-Baltimore_Inner_Harbor_from_Federal_Hill.jpg,"The Baltimore–Washington Metropolitan Area is a combined statistical area consisting of the overlapping labor market region of the cities of Washington, D.C. and Baltimore, Maryland. The region includes Central Maryland, Northern Virginia, three counties in the Eastern Panhandle of West Virginia, and one county in South Central Pennsylvania. It is the most educated, highest-income, and fourth largest combined statistical area in the United States.[1][2]"
Columbus Monument,Druid Hill Park,"2700 MADISON AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Saint_Leo%27s_Church_-_Baltimore_01.JPG/200px-Saint_Leo%27s_Church_-_Baltimore_01.JPG,The history of the Italians in Baltimore dates back to the mid-19th century. The city's Italian-American community is centered in the neighborhood of Little Italy.
The Pride Memorial,Inner Harbor,"399 PRATT ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/BaltimoreC12.png/250px-BaltimoreC12.png,"Baltimore (/ˈbɔːltᵻˌmɔːr/, locally: [ˈbɔɫ.mɔɻ]) is the largest city in the U.S. state of Maryland, and the 29th-most populous city in the country. It was established by the Constitution of Maryland[9] and is not part of any county; thus, it is the largest independent city in the United States, with a population of 621,849 as of 2015. As of 2016, the population of the Baltimore metropolitan area was estimated to be just under 2.8 million making it the 21st largest metropolitan area in the country.[10]"
Frederick Douglas,Morgan State University,"4601 HILLEN ROAD
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/6/65/I-70.svg/70px-I-70.svg.png,""
Jose Marti,Dunbar-Broadway,N Broadway & E Fayette Street,http:,Below is a list of special elections to the United States House of Representatives. Such elections are called by state governors to fill vacancies that occur when a member of the House of Representatives dies or resigns before the biennial general election. Winners of these elections serve the remainder of the term and are usually candidates in the next general election for their districts.
John Mifflen Hood,Downtown,Saratoga Street and St. Paul Street,http://upload.wikimedia.org/wikipedia/en/1/14/Western_Maryland_Logo.jpg,"The Western Maryland Railway (reporting mark WM) was an American Class I railroad (1852–1983) which operated in Maryland, West Virginia, and Pennsylvania. It was primarily a coal hauling and freight railroad, with a small passenger train operation."
Firemen's Memorial,Downtown,"410 LEXINGTON ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"The following is a timeline of the history of the city of Baltimore, Maryland, United States"
Fallsway Fountain,Mid-Town Belvedere,E Biddle Street & Guilford Avenu,http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"The following is a timeline of the history of the city of Baltimore, Maryland, United States"
Thurgood Marshall,Inner Harbor,"100 PRATT ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/3/39/BWI_Logo.svg/150px-BWI_Logo.svg.png,"Baltimore/Washington International Thurgood Marshall Airport (IATA: BWI, ICAO: KBWI, FAA LID: BWI) is an international airport located in Linthicum[3] in northern unincorporated Anne Arundel County, Maryland. The airport is 9 miles (14 km) south of downtown Baltimore[4] and 32 miles (51 km) northeast of Washington, D.C.[5] It is the busiest, by passenger count, of three major airports serving the Baltimore–Washington Metropolitan Area in the United States, the other two being Ronald Reagan Washington National Airport and Washington Dulles International Airport. It is commonly referred to as BWI or BWI Marshall. The airport is named after Thurgood Marshall, a Baltimore native who became the first African American to serve on the Supreme Court of the United States."
"Mayor Thomas D'Alesandro , Jr.",Downtown,"100 CHARLES ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Saint_Leo%27s_Church_-_Baltimore_01.JPG/200px-Saint_Leo%27s_Church_-_Baltimore_01.JPG,The history of the Italians in Baltimore dates back to the mid-19th century. The city's Italian-American community is centered in the neighborhood of Little Italy.
Wagner,Druid Hill Park,"2700 MADISON AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/BaltimoreC12.png/250px-BaltimoreC12.png,"Baltimore (/ˈbɔːltᵻˌmɔːr/, locally: [ˈbɔɫ.mɔɻ]) is the largest city in the U.S. state of Maryland, and the 29th-most populous city in the country. It was established by the Constitution of Maryland[9] and is not part of any county; thus, it is the largest independent city in the United States, with a population of 621,849 as of 2015. As of 2016, the population of the Baltimore metropolitan area was estimated to be just under 2.8 million making it the 21st largest metropolitan area in the country.[10]"
John Eager Howard,Mount Vernon,"310 CENTRE ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/WashingtonMonumentView.jpg/250px-WashingtonMonumentView.jpg,Coordinates: 39°17.9′N 76°37′W﻿ / ﻿39.2983°N 76.617°W﻿ / 39.2983; -76.617
H.L. Mencken Fountain,Union Square,"31 GILMOR ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Union_Square_Fountain_Pavilion.jpg/250px-Union_Square_Fountain_Pavilion.jpg,Union Square is a neighborhood located in the Sowebo area of Baltimore.[2] It dates to the 1830s and includes a historic district of houses and commerce buildings.
