name,neighborhood,Location 1,image_urls,description
Baltimore City Courthouse,Downtown,"100 Calvert Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Mitchellcourt.JPG/240px-Mitchellcourt.JPG,"The Baltimore City Circuit Courthouses are state judicial facilities located in downtown Baltimore, Maryland. They face each other in the 100 block of North Calvert Street, between East Lexington Street on the north and East Fayette Street on the south across the Battle Monument Square, which held the original site of the first courthouse for Baltimore County and Town."
Carroll Hunting Lodge,Cheswolde,"5914 Greenspring Avenue
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"The following is a timeline of the history of the city of Baltimore, Maryland, United States"
Continental Trust Building,Downtown,"201 Baltimore Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/BaltimoreC12.png/250px-BaltimoreC12.png,"Baltimore (/ˈbɔːltᵻˌmɔːr/, locally: [ˈbɔɫ.mɔɻ]) is the largest city in the U.S. state of Maryland, and the 29th-most populous city in the country. It was established by the Constitution of Maryland[9] and is not part of any county; thus, it is the largest independent city in the United States, with a population of 621,849 as of 2015. As of 2016, the population of the Baltimore metropolitan area was estimated to be just under 2.8 million making it the 21st largest metropolitan area in the country.[10]"
"Crimea House, Chapel and Stables",Franklintown,,http://upload.wikimedia.org/wikipedia/commons/thumb/4/43/VNWarMontage.png/300px-VNWarMontage.png,Decisive North Vietnamese victory
Etting Cemetary,Penn North,"1500 North Avenue
Baltimore, MD",http://visioncame.com/images/notfound.jpg,"Bacon ipsum dolor amet ball tip pig ribeye chicken pastrami jerky porchetta shank frankfurter capicola jowl corned beef turkey. Burgdoggen pork loin jerky biltong shank capicola. Doner rump leberkas tongue. T-bone tri-tip meatball cupim pork belly. Tenderloin pork ribeye, frankfurter alcatra ham hock cow picanha swine filet mignon ground round kielbasa short loin jerky ball tip. Brisket jowl capicola chicken beef ribs leberkas ground round filet mignon pork spare ribs tri-tip shankle sausage meatball."
Gallagher Mansion,Radnor-Winston,"431 Notre Dame Lane
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Benjamin_Ogle_Tayloe_by_Thomas_Sully.png/200px-Benjamin_Ogle_Tayloe_by_Thomas_Sully.png,"Benjamin Ogle Tayloe (May 21, 1796 — February 25, 1868) was an American businessman, bon vivant, diplomat, and influential political activist in Washington, D.C. during the first half of the 19th century. Although he never held elective office, he was a prominent Whig and influential in presidential electoral politics in the 1840s and 1850s.[2] His home, the Tayloe House, became a salon for politically powerful people in the federal government and socially influential individuals in the United States and abroad. Tayloe was also a party in the important 1869 contract law case, Willard v. Tayloe, 75 U.S. 557."
Greenmount Cemetary Chapel and Gates,Greenmount Cemetery,"1501 Greenmount Avenue
Baltimore, MD",http://visioncame.com/images/notfound.jpg,"Bacon ipsum dolor amet ball tip pig ribeye chicken pastrami jerky porchetta shank frankfurter capicola jowl corned beef turkey. Burgdoggen pork loin jerky biltong shank capicola. Doner rump leberkas tongue. T-bone tri-tip meatball cupim pork belly. Tenderloin pork ribeye, frankfurter alcatra ham hock cow picanha swine filet mignon ground round kielbasa short loin jerky ball tip. Brisket jowl capicola chicken beef ribs leberkas ground round filet mignon pork spare ribs tri-tip shankle sausage meatball."
James Lawrence Kernan Hospital,Dickeyville,"5214 Windsor Mill Road
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Baltimore_osm-mapnik_location_map.png/250px-Baltimore_osm-mapnik_location_map.png,"Wetheredsville is an unincorporated community in Baltimore, Maryland, United States.[1] James Lawrence Kernan Hospital was listed on the National Register of Historic Places in 1979.[2]"
Leadenhall Baptist Church,Sharp-Leadenhall,"1021 Leadenhall Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/8/82/MD_Route_139.svg/88px-MD_Route_139.svg.png,""
Mount Clare Mansion,Carroll Park,,http://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Mount_Clare_Baltimore_MD_Dec_11.JPG/250px-Mount_Clare_Baltimore_MD_Dec_11.JPG,"Mount Clare, also known as Mount Clare Mansion and generally known today as the Mount Clare Museum House, is the oldest Colonial-era structure in the City of Baltimore, Maryland, U.S.A. The Georgian style of architecture plantation house exhibits a somewhat altered five-part plan.[3] It was built on a Carroll family plantation beginning in 1763 by barrister Charles Carroll the Barrister, (1723-1783), a descendant of the last Gaelic Lords of Éile in Ireland and a distant relative of Charles Carroll of Carrollton, (1737-1832), longest living signer of the Declaration of Independence and the richest man in America in his later years, also the layer of the ""first stone"" of the new Baltimore and Ohio Railroad, just a short distance away in 1828."
Mount Royal Station and Shed,Mid-Town Belvedere,"1400 Cathedral Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Mount_Royal_Station.jpg/300px-Mount_Royal_Station.jpg,"The Mount Royal Station and Trainshed was the Baltimore and Ohio Railroad's third train station in Baltimore, Maryland, at the north end of the Baltimore Belt Line's Howard Street tunnel in the fashionable Bolton Hill neighborhood. It was the first railroad station in the world to have electrified passenger trains when it opened on September 1, 1896, serving the B&O's famed Royal Blue line.[3] Following its closure as a railroad station in 1961, it became part of the Maryland Institute College of Art (MICA) in an acclaimed adaptation preserving the building's original architectural features. The building is now used for MICA art studios."
Bread of Life Cathedral,Mount Vernon,"100 Franklin
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"The following is a timeline of the history of the city of Baltimore, Maryland, United States"
Patterson Park Observatory,Patterson Park,,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Patterson_Park_Observatory_Bmore.JPG/250px-Patterson_Park_Observatory_Bmore.JPG,"Patterson Park is an urban park in Southeast Baltimore, Maryland, United States, adjacent to the neighborhoods of Canton, Highlandtown, Patterson Park, and Butchers Hill. It is bordered by East Baltimore Street, Eastern Avenue, South Patterson Park Avenue, and South Linwood Avenue. The Patterson Park extension lies to the east of the main park, and is bordered by East Pratt Street, South Ellwood Avenue, and Eastern Avenue."
Saint Frances Academy,Johnston Square,"501 Chase Street
Baltimore, MD",http:,"Mary Lange, O.S.P. (1794-1882), was an African-American religious sister who was the foundress of the Oblate Sisters of Providence, a religious congregation established to allow African-American women to enter religious life in the Catholic Church. The cause for her beatification has been started and thus she is honored as a Servant of God by the Catholic Church."
Saint Leo's Church,Little Italy,"225 Exeter Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Fells_Point_A.JPG/250px-Fells_Point_A.JPG,"Fell's Point is a historic waterfront neighborhood, established in about 1763, in the southeastern area of the City of Baltimore, in Maryland, along the north shore of the Baltimore Harbor and the Northwest Branch of the Patapsco River. There are many shops, including antique stores, restaurants, coffee bars, music stores, a municipal markethouse with individual stalls, and over 120 pubs. Located just east of the famous ""Inner Harbor"" (formerly referred to as ""The Basin"") adjacent to Baltimore's downtown central business district and the Jones Falls stream (which splits the city, running from northern Baltimore County), Fell's Point has a maritime past and the air of a seafaring town. It also has the greatest concentration of drinking establishments and restaurants in the city."
Saint Peter Claver Church,Sandtown-Winchester,"1550 Fremont Avenue
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/3/33/St._Ignatius_Church%2C_Baltimore.JPG/250px-St._Ignatius_Church%2C_Baltimore.JPG,"St. Ignatius Church is a Jesuit Roman Catholic church located at 740 N. Calvert St in the Mt. Vernon neighborhood of Baltimore, Maryland. Mt. Vernon is located north of downtown Baltimore and is considered the city’s center of history and culture. The church is dedicated to Saint Ignatius of Loyola, the founder of the Society of Jesus (Jesuits)."
Sharp Street United Methodist Church,Upton,"508 Dolphin Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/8/82/MD_Route_139.svg/88px-MD_Route_139.svg.png,""
Fort McHenry,Locust Point Industrial Area,"1401 Constellation Plaza
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Fort_McHenry2.JPG/284px-Fort_McHenry2.JPG,"Fort McHenry, in Baltimore, Maryland, is a historical American coastal star-shaped fort best known for its role in the War of 1812, when it successfully defended Baltimore Harbor from an attack by the British navy from the Chesapeake Bay September 13–14, 1814. It was first built in 1798 and was used continuously by U.S. armed forces through World War I and by the Coast Guard in World War II. It was designated a national park in 1925, and in 1939 was redesignated a ""National Monument and Historic Shrine,"""
G. Krug & Sons,Downtown,"415 417 W Saratoga Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/G._Krug_%26_Son_Building_Front.jpg/300px-G._Krug_%26_Son_Building_Front.jpg,"G. Krug & Son Ironworks is a historic iron works located at Baltimore, Maryland, United States.[2] It is a complex consisting of a two-story tall gable-roofed building dating from the first quarter of the 19th century, which houses the earliest shop; a four-story tall Victorian building which houses a business office on the first floor and storage rooms on the upper floors; and a three-story tall shed-roofed addition dating from 1870-1880. It is in its fifth generation as a family business.[2]"
Hutzler's Palace Building,Downtown,"222 Howard Street
Baltimore, MD",http://visioncame.com/images/notfound.jpg,"Bacon ipsum dolor amet ball tip pig ribeye chicken pastrami jerky porchetta shank frankfurter capicola jowl corned beef turkey. Burgdoggen pork loin jerky biltong shank capicola. Doner rump leberkas tongue. T-bone tri-tip meatball cupim pork belly. Tenderloin pork ribeye, frankfurter alcatra ham hock cow picanha swine filet mignon ground round kielbasa short loin jerky ball tip. Brisket jowl capicola chicken beef ribs leberkas ground round filet mignon pork spare ribs tri-tip shankle sausage meatball."
"Octagon Building, U.S.F & G",Mount Washington,"5801 Smith Avenue
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Gildersleeve-octagon.jpg/250px-Gildersleeve-octagon.jpg,"The Andrew Gildersleeve Octagonal Building, also known as Mattituck, the Octagon House and Mattituck Octagon House is an historic octagon house located at Main Road (NY 25) and Love Lane in Mattituck, New York. It was built in 1854 by Andrew Gildersleeve, a master carpenter, who used it for his family home as well as for a store.[1][2][3][4][5]"
Mount Auburn Cemetary,Westport,"2614 Annapolis Road
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Mt_Winans_Yard_CSX.jpg/250px-Mt_Winans_Yard_CSX.jpg,"""Mount Winans"" (""Mt. Winans"") is a mixed-use residential, commercial and industrial neighborhood in the southwestern area of the City of Baltimore in Maryland. Its north, south and east boundaries are marked by the various lines of track of the CSX Railroad (formerly the historic Baltimore and Ohio Railroad before 1987, and later briefly, the ""Chessie System""). In addition, Hollins Ferry Road running to the south towards suburban Baltimore County in the southwest and further connecting with adjacent Anne Arundel County to the southeast, draws its western boundary."
Booker T. Washington Jr. High School,Madison Park,"1300 Madison Avenue
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/BaltimoreC12.png/250px-BaltimoreC12.png,"Baltimore (/ˈbɔːltᵻˌmɔːr/, locally: [ˈbɔɫ.mɔɻ]) is the largest city in the U.S. state of Maryland, and the 29th-most populous city in the country. It was established by the Constitution of Maryland[9] and is not part of any county; thus, it is the largest independent city in the United States, with a population of 621,849 as of 2015. As of 2016, the population of the Baltimore metropolitan area was estimated to be just under 2.8 million making it the 21st largest metropolitan area in the country.[10]"
Walters Bath House and Engine House #10,Washington Village,"906 Washington Boulevard
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Wilson-PilcherCar.jpg/300px-Wilson-PilcherCar.jpg,"Major Walter Gordon Wilson CMG (1874–1957) was a mechanical engineer, inventor and member of the British Royal Naval Air Service. He was credited by the 1919 Royal Commission on Awards to Inventors as the co-inventor of the tank, along with Sir William Tritton.[1]"
Warden's House -Baltimore City Jail,Penn-Fallsway,"Buren
Baltimore, MD
",http://visioncame.com/images/notfound.jpg,"Bacon ipsum dolor amet ball tip pig ribeye chicken pastrami jerky porchetta shank frankfurter capicola jowl corned beef turkey. Burgdoggen pork loin jerky biltong shank capicola. Doner rump leberkas tongue. T-bone tri-tip meatball cupim pork belly. Tenderloin pork ribeye, frankfurter alcatra ham hock cow picanha swine filet mignon ground round kielbasa short loin jerky ball tip. Brisket jowl capicola chicken beef ribs leberkas ground round filet mignon pork spare ribs tri-tip shankle sausage meatball."
Robert Long House,Fells Point,"810 812 S Ann Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/BaltimoreC12.png/250px-BaltimoreC12.png,"Baltimore (/ˈbɔːltᵻˌmɔːr/, locally: [ˈbɔɫ.mɔɻ]) is the largest city in the U.S. state of Maryland, and the 29th-most populous city in the country. It was established by the Constitution of Maryland[9] and is not part of any county; thus, it is the largest independent city in the United States, with a population of 621,849 as of 2015. As of 2016, the population of the Baltimore metropolitan area was estimated to be just under 2.8 million making it the 21st largest metropolitan area in the country.[10]"
Greenway Cottages,Roland Park,"830 40th Avenue
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Elkridge_Furnace_Inn.jpg/250px-Elkridge_Furnace_Inn.jpg,"Elkridge is an unincorporated community and census-designated place (CDP) in Howard County, Maryland, United States. The population was 15,593 at the 2010 census.[3] Founded early in the 18th century, Elkridge is located at the confluence of three counties, the other two being Anne Arundel and Baltimore counties."
1124-1126 Riverside Avenue,Riverside,"1124 1126 Riverside Avenue
Baltimore, MD",http://visioncame.com/images/notfound.jpg,"Bacon ipsum dolor amet ball tip pig ribeye chicken pastrami jerky porchetta shank frankfurter capicola jowl corned beef turkey. Burgdoggen pork loin jerky biltong shank capicola. Doner rump leberkas tongue. T-bone tri-tip meatball cupim pork belly. Tenderloin pork ribeye, frankfurter alcatra ham hock cow picanha swine filet mignon ground round kielbasa short loin jerky ball tip. Brisket jowl capicola chicken beef ribs leberkas ground round filet mignon pork spare ribs tri-tip shankle sausage meatball."
Provident Bank of Maryland,Downtown,"240 Howard Street
Baltimore, MD",http:,"Provident Bank of Maryland was a bank in the U.S. state of Maryland. Provident Bank was the last largest independent commercial bank still headquartered in Maryland by the early 2000s, after the previous decade's Wayne of mergers which reduced the names and independent operations of most Baltimore banks to branch offices of larger, more affluent financial corporations and holding companies. Provident at the end with more than $6.4 billion in assets had also grown in its domestic home-grown reputation. Provident grew over the previous century, operating in total 143 branches in the Middle Atlantic states of Maryland, Pennsylvania, Virginia and Washington, D.C. Upon entering the Washington, D.C. and Virginia markets, the bank began to operate as ""Provident Bank"". Provident Bank was now a subsidiary of the bank holding operation of Provident Bankshares Corporation."
Southern Hotel,Downtown,"7 11 Light Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Baltimore_Pennsylvania_Station_corrected.jpg/300px-Baltimore_Pennsylvania_Station_corrected.jpg,"Baltimore Pennsylvania Station (generally referred to as Penn Station) is the main transportation hub in Baltimore, Maryland. Designed by New York architect Kenneth MacKenzie Murchison (1872–1938), it was constructed in 1911 in the Beaux-Arts style of architecture for the Pennsylvania Railroad. It is located at 1515 N. Charles Street, about a mile and a half north of downtown and the Inner Harbor, between the Mount Vernon neighborhood to the south, and Station North to the north. Originally called Union Station because it served the Pennsylvania Railroad and Western Maryland Railway, it was renamed to match other Pennsylvania Stations in 1928.[4]"
Macht Building,Downtown,"11 13 E Fayette Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Mitchellcourt.JPG/240px-Mitchellcourt.JPG,"The Baltimore City Circuit Courthouses are state judicial facilities located in downtown Baltimore, Maryland. They face each other in the 100 block of North Calvert Street, between East Lexington Street on the north and East Fayette Street on the south across the Battle Monument Square, which held the original site of the first courthouse for Baltimore County and Town."
Old Federal Reserve Bank,Downtown,"114 120 E Lexington Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/a/af/ZionLexingtonsnow.JPG/220px-ZionLexingtonsnow.JPG,"The history of the Germans in Baltimore began in the 17th century. During the 1800s, the Port of Baltimore was the second-leading port of entry for immigrants, after Ellis Island in New York City. Many Germans immigrated to Baltimore during this time.[1]"
Chamber of Commerce Building,Downtown,"17 Commerce Street (400 Water Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Baltimore_Inner_Harbor_Panorama.jpg/900px-Baltimore_Inner_Harbor_Panorama.jpg,"This list of tallest buildings in Baltimore ranks skyscrapers and high-rises in the U.S. city of Baltimore, Maryland by height. The tallest building in Baltimore is the 40-story Transamerica Tower, which rises 529 feet (161 m) and was completed in 1973.[1] It also stands as the tallest building in the state of Maryland and the tallest building on the East Coast between Philadelphia and Raleigh, after the RBC Plaza was built in 2008. The second-tallest building in the city and the state is the Bank of America Building (10 Light Street), which is 509 feet (155 m) high.[2]"
Old Saint Paul's Cemetary,University Of Maryland,"733 Redwood Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/James_Earl_%22Jimmy%22_Carter_-_NARA_-_558522.tif/lossy-page1-220px-James_Earl_%22Jimmy%22_Carter_-_NARA_-_558522.tif.jpg,"James Earl ""Jimmy"" Carter Jr. (born October 1, 1924) is an American politician who served as the 39th President of the United States from 1977 to 1981. A member of the Democratic Party, he served as the Governor of Georgia prior to his election as president. Carter has remained active in public life during his post-presidency, and in 2002 he was awarded the Nobel Peace Prize for his work with the Carter Center."
Wooden Houses,Fells Point,"612 614 S Wolfe Street
Baltimore, MD",http:,"Lakeland is a neighborhood in south Baltimore, Maryland. Its borders are Annapolis Road on the east, the Baltimore city/county line to the south, a CSX/MARC Railroad line to the west, and the same railroad line to the north."
Pascault Row,Seton Hill,"651 665 W Lexington Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/PascaultRow_0811.jpg/250px-PascaultRow_0811.jpg,"Pascault Row is a national historic district in Baltimore, Maryland, United States. It consists of a range of eight  3 1⁄2-story dwellings. It is Baltimore’s last remaining example of early-19th-century townhouses, and illustrates the transition between the Federal and the early Greek Revival periods. They are attributed to William F. Small, at that time employed in the architectural office of Benjamin Henry Latrobe.[2]"
The Baltimore Museum of Art & Spring House,Johns Hopkins Homewood,"10 Museum Drive
Baltimore, MD",http:,
Hutzler's Tower Building,Downtown,"222 Howard Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Hendler_Creamery%2C_1100_E._Baltimore_St.%2C_Baltimore_City%2C_Maryland.JPG/250px-Hendler_Creamery%2C_1100_E._Baltimore_St.%2C_Baltimore_City%2C_Maryland.JPG,"Hendler Creamery is a historic industrial complex in Jonestown, Baltimore, Maryland. Since it spans an entire block it has addresses at 1100 E. Baltimore St. and 1107 E. Fayette St. ""The Hendler Creamery is historically significant for its contribution to the broad patterns of history in three areas of significance: transportation, performing arts, and industry.""[2]"
"Johns Hopkins University, Gilman Hall",Johns Hopkins Homewood,"Charles
Baltimore, MD
",http://upload.wikimedia.org/wikipedia/en/thumb/0/09/Johns_Hopkins_University%27s_Academic_Seal.svg/150px-Johns_Hopkins_University%27s_Academic_Seal.svg.png,Maryland:
The D'alesandro House,Little Italy,"245 Albemarle Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Saint_Leo%27s_Church_-_Baltimore_01.JPG/200px-Saint_Leo%27s_Church_-_Baltimore_01.JPG,The history of the Italians in Baltimore dates back to the mid-19th century. The city's Italian-American community is centered in the neighborhood of Little Italy.
St. Joseph's Passionist Monastery,Irvington,"3800 Frederick Avenue
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/St_Joseph_Church_Fall_River.jpg/250px-St_Joseph_Church_Fall_River.jpg,83000720
Orchard Street Church,Seton Hill,"520 Orchard Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/8/82/MD_Route_139.svg/88px-MD_Route_139.svg.png,""
Douglass Memorial Community Church,Madison Park,"1327 Madison Avenue
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Frederick_Douglass_portrait.jpg/220px-Frederick_Douglass_portrait.jpg,"Frederick Douglass (born Frederick Augustus Washington Bailey; c. February 1818[4] – February 20, 1895) was an African-American social reformer, abolitionist, orator, writer, and statesman. After escaping from slavery in Maryland, he became a national leader of the abolitionist movement in Massachusetts and New York, gaining note for his dazzling oratory[5] and incisive antislavery writings. In his time, he was described by abolitionists as a living counter-example to slaveholders' arguments that slaves lacked the intellectual capacity to function as independent American citizens.[6][7] Northerners at the time found it hard to believe that such a great orator had once been a slave.[8]"
Buena Vista,Northwest Community Action,"1705 Longwood Street
Baltimore, MD",http:,"Fort Ritchie at Cascade, Maryland was a military installation southwest of Blue Ridge Summit, Pennsylvania and southeast of Waynesboro, Pennsylvania in the area of South Mountain. Following the 1995 Base Realignment and Closure Commission, it closed in 1998."
George Howard House,Mount Vernon,"8 Madison Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Baltimore_Inner_Harbor_from_Federal_Hill.jpg/220px-Baltimore_Inner_Harbor_from_Federal_Hill.jpg,"The Baltimore–Washington Metropolitan Area is a combined statistical area consisting of the overlapping labor market region of the cities of Washington, D.C. and Baltimore, Maryland. The region includes Central Maryland, Northern Virginia, three counties in the Eastern Panhandle of West Virginia, and one county in South Central Pennsylvania. It is the most educated, highest-income, and fourth largest combined statistical area in the United States.[1][2]"
Charles Theater,Charles North,"1711 1717 N Charles Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/BaltimoreC12.png/250px-BaltimoreC12.png,"Baltimore (/ˈbɔːltᵻˌmɔːr/, locally: [ˈbɔɫ.mɔɻ]) is the largest city in the U.S. state of Maryland, and the 29th-most populous city in the country. It was established by the Constitution of Maryland[9] and is not part of any county; thus, it is the largest independent city in the United States, with a population of 621,849 as of 2015. As of 2016, the population of the Baltimore metropolitan area was estimated to be just under 2.8 million making it the 21st largest metropolitan area in the country.[10]"
Saint Katherine of Alexandria Protestant Episcopal,Druid Heights,"2001 Division Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Mount_Calvary_Church_Baltimore.jpg/220px-Mount_Calvary_Church_Baltimore.jpg,"Mount Calvary Church is a Roman Catholic, Anglican Use, parish located in the Seton Hill neighborhood of Baltimore, Maryland. The church was founded in 1842 as a mission congregation within the Episcopal Church and is now a community within the Personal Ordinariate of the Chair of St. Peter of the Roman Catholic Church."
Hecht Company Building,Downtown,"118 Howard St
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Johnston_Buildings_HABS.jpg/250px-Johnston_Buildings_HABS.jpg,"Johnston Building was a historic wholesale building located at Baltimore, Maryland, United States designed by Jackson C. Gott. It is a five-story loft building constructed in 1880. The cast iron façade reflected the influence of the Queen Anne style. It housed wholesale companies dealing in tobacco, hats, shoes, clothing, and home and office furnishings, including Samuel Hecht, Jr. & Sons. It was demolished in 2002.[2]"
Congress Hotel,Mount Vernon,"306 312 W Franklin Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/0/03/MD_Route_295.svg/88px-MD_Route_295.svg.png,""
Carlton Street Stables,Hollins Market,"112 Carlton Street
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Frank_Lloyd_Wright_portrait.jpg/220px-Frank_Lloyd_Wright_portrait.jpg,"Frank Lloyd Wright (born Frank Lincoln Wright, June 8, 1867 – April 9, 1959) was an American architect, interior designer, writer, and educator, who designed more than 1,000 structures, 532 of which were completed. Wright believed in designing structures that were in harmony with humanity and its environment, a philosophy he called organic architecture. This philosophy was best exemplified by Fallingwater (1935), which has been called ""the best all-time work of American architecture"".[1] Wright was a leader of the Prairie School movement of architecture and developed the concept of the Usonian home in Broadacre City, his unique vision for urban planning in the United States. His creative period spanned more than 70 years. In addition to his houses, Wright designed original and innovative offices, churches, schools, skyscrapers, hotels, museums and other structures. He often designed interior elements for these buildings as well, including furniture and stained glass. Wright wrote 20 books and many articles and was a popular lecturer in the United States and in Europe. Wright was recognized in 1991 by the American Institute of Architects as ""the greatest American architect of all time"".[1] His colorful personal life often made headlines, notably for his relationship with Mamah Borthwick Cheney and her murder at his Taliesin studio in 1914, his tempestuous relationship with his second wife, Miriam Noel, and his relationship with Olga (Olgivanna) Lazovich Hinzenburg, whom he would marry in 1928."
Patterson Theater,Highlandtown,"3137 Eastern Avenue
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/BaltimoreC12.png/250px-BaltimoreC12.png,"Baltimore (/ˈbɔːltᵻˌmɔːr/, locally: [ˈbɔɫ.mɔɻ]) is the largest city in the U.S. state of Maryland, and the 29th-most populous city in the country. It was established by the Constitution of Maryland[9] and is not part of any county; thus, it is the largest independent city in the United States, with a population of 621,849 as of 2015. As of 2016, the population of the Baltimore metropolitan area was estimated to be just under 2.8 million making it the 21st largest metropolitan area in the country.[10]"
Standard Oil Building,Mount Vernon,"501 Saint Paul Place
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/BaltimoreC12.png/250px-BaltimoreC12.png,"Baltimore (/ˈbɔːltᵻˌmɔːr/, locally: [ˈbɔɫ.mɔɻ]) is the largest city in the U.S. state of Maryland, and the 29th-most populous city in the country. It was established by the Constitution of Maryland[9] and is not part of any county; thus, it is the largest independent city in the United States, with a population of 621,849 as of 2015. As of 2016, the population of the Baltimore metropolitan area was estimated to be just under 2.8 million making it the 21st largest metropolitan area in the country.[10]"
Friends Burial Ground,Coldstream Homestead Montebello,"2506 Harford Road
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/CliftonMansion_08_11.jpg/250px-CliftonMansion_08_11.jpg,"Clifton Park is a public urban park and national historic district located between the Coldstream-Homestead-Montebello and Waverly neighborhoods to the west and the Belair-Edison, Lauraville, Hamilton communities to the north in the northeast section of Baltimore, Maryland, U.S.A.. It is roughly bordered by Erdman Avenue (Md. Rt. 151) to the northeast, Sinclair Lane to the south, Harford Road (Md. Rt. 147) to the northwest and Belair Road (U.S. Route 1) to the southeast.[2] The eighteen-hole Clifton Park Golf Course, which is the site of the annual Clifton Park Golf Tournament,[3] occupies the north side of the park."
Northern District Police Station,Wyman Park,"3355 Keswick Road
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/e/ef/Baltimore_Police_Department_logo_patch.png/113px-Baltimore_Police_Department_logo_patch.png,"The Baltimore Police Department (BPD) provides police services to the City of Baltimore, Maryland. It was originally organized in 1784, after the United States gained independence, as a ""nightwatch"" and a force of day ""Constables"". It was officially established by the Maryland Legislature on March 16, 1853, and reorganized in 1857 by Mayor Thomas Swann of Baltimore. It is the eighth-largest police force in the US and is organized into ten districts: nine based on geographical areas and the Public Housing Section. It polices 80.9 square miles (210 km2) of land and 11.1 square miles (29 km2) of waterways. The department is sometimes referred to as the Baltimore City Police Department to distinguish it from the Baltimore County Police Department."
Samuel Coleridge Taylor Elementary School No. 122,Heritage Crossing,"501 Preston Street
Baltimore, MD",http://visioncame.com/images/notfound.jpg,"Bacon ipsum dolor amet ball tip pig ribeye chicken pastrami jerky porchetta shank frankfurter capicola jowl corned beef turkey. Burgdoggen pork loin jerky biltong shank capicola. Doner rump leberkas tongue. T-bone tri-tip meatball cupim pork belly. Tenderloin pork ribeye, frankfurter alcatra ham hock cow picanha swine filet mignon ground round kielbasa short loin jerky ball tip. Brisket jowl capicola chicken beef ribs leberkas ground round filet mignon pork spare ribs tri-tip shankle sausage meatball."
Grace Hampden Methodist Church,Hampden,"1014 36th Street
Baltimore, MD",http:,""
